Array,true:beta1,true:beta2,true:t_init,true:E_init,true:t_inflect,start:beta1,start:beta2,start:t_init,start:E_init,start:E_inflect,start:t_inflect
743,2.4,0.7304776549339295,2020-02-21,1,2020-03-23,1.53,0.28854299802333117,2020-03-06,1,2020-03-23,2020-03-23
744,2.41,0.7321904726326466,2020-02-21,1,2020-03-23,1,0.30882493080571294,2020-03-08,1,2020-03-23,2020-03-23
745,2.42,0.5549372058361769,2020-02-21,1,2020-03-23,0.58,0.4857595949433744,2020-02-24,1,2020-03-23,2020-03-23
746,2.43,0.2960191309452057,2020-02-21,1,2020-03-23,0.9400000000000001,0.8880575895309448,2020-02-17,1,2020-03-23,2020-03-23
747,2.44,0.22434711176902056,2020-02-21,1,2020-03-23,0.99,0.022672263672575355,2020-02-15,1,2020-03-23,2020-03-23
748,2.45,0.6045246485620738,2020-02-21,1,2020-03-23,2.21,0.8925831196829677,2020-02-23,1,2020-03-23,2020-03-23
749,2.46,0.6671973006799817,2020-02-21,1,2020-03-23,1.6300000000000001,0.28933962155133486,2020-03-04,1,2020-03-23,2020-03-23
750,2.47,0.18297994323074818,2020-02-21,1,2020-03-23,0.47000000000000003,0.30373331857845187,2020-02-17,1,2020-03-23,2020-03-23
751,2.48,0.036406421661376955,2020-02-21,1,2020-03-23,0.5700000000000001,0.09439197205938399,2020-03-08,1,2020-03-23,2020-03-23
752,2.49,0.5867956340312958,2020-02-21,1,2020-03-23,0.61,0.04389111860655248,2020-02-21,1,2020-03-23,2020-03-23
753,2.5,0.7766850214451552,2020-02-21,1,2020-03-23,1.96,0.07764142472296953,2020-03-12,1,2020-03-23,2020-03-23
754,0,0.15368141252547504,2020-02-24,1,2020-03-23,2.16,0.47673191758804023,2020-02-27,1,2020-03-23,2020-03-23
755,0.01,0.09999044537544251,2020-02-24,1,2020-03-23,1.29,0.7111432948149741,2020-02-16,1,2020-03-23,2020-03-23
756,0.02,0.3178628746420145,2020-02-24,1,2020-03-23,1.22,0.6552036460489035,2020-03-10,1,2020-03-23,2020-03-23
757,0.03,0.09770503379404545,2020-02-24,1,2020-03-23,1.9000000000000001,0.18829729408025742,2020-02-24,1,2020-03-23,2020-03-23
758,0.04,0.589324195496738,2020-02-24,1,2020-03-23,2.1,0.027304110350087285,2020-03-01,1,2020-03-23,2020-03-23
759,0.05,0.7864695765078068,2020-02-24,1,2020-03-23,1.92,0.8781586322002113,2020-03-05,1,2020-03-23,2020-03-23
760,0.06,0.4968061147257686,2020-02-24,1,2020-03-23,1.05,0.890910284826532,2020-02-17,1,2020-03-23,2020-03-23
761,0.07,0.6411307040601969,2020-02-24,1,2020-03-23,1.1400000000000001,0.45239627454429865,2020-02-25,1,2020-03-23,2020-03-23
762,0.08,0.6210107015445829,2020-02-24,1,2020-03-23,0.11,0.745478241937235,2020-03-05,1,2020-03-23,2020-03-23
763,0.09,0.6230644481256604,2020-02-24,1,2020-03-23,0.55,0.5448692799545825,2020-03-10,1,2020-03-23,2020-03-23
764,0.1,0.27388431373983624,2020-02-24,1,2020-03-23,2.36,0.8780341795645654,2020-02-16,1,2020-03-23,2020-03-23
765,0.11,0.5675325274467469,2020-02-24,1,2020-03-23,1.58,0.025239459704607725,2020-03-13,1,2020-03-23,2020-03-23
766,0.12,0.28636350482702255,2020-02-24,1,2020-03-23,0.54,0.07955675502307713,2020-02-18,1,2020-03-23,2020-03-23
767,0.13,0.4181758744642139,2020-02-24,1,2020-03-23,0.68,0.7038988342974335,2020-02-21,1,2020-03-23,2020-03-23
768,0.14,0.05481334384530783,2020-02-24,1,2020-03-23,1.9100000000000001,0.16919636772945523,2020-02-16,1,2020-03-23,2020-03-23
769,0.15,0.332459556311369,2020-02-24,1,2020-03-23,2.2600000000000002,0.01471253321506083,2020-02-29,1,2020-03-23,2020-03-23
770,0.16,0.19048547465354204,2020-02-24,1,2020-03-23,2.0100000000000002,0.33087312639690936,2020-02-21,1,2020-03-23,2020-03-23
771,0.17,0.34631858412176375,2020-02-24,1,2020-03-23,1.26,0.3285406900104135,2020-02-27,1,2020-03-23,2020-03-23
772,0.18,0.7645837955176831,2020-02-24,1,2020-03-23,2.22,0.14690633001737297,2020-02-23,1,2020-03-23,2020-03-23
773,0.19,0.29493772312998773,2020-02-24,1,2020-03-23,2.34,0.5737865339033306,2020-02-27,1,2020-03-23,2020-03-23
774,0.2,0.6442124640569091,2020-02-24,1,2020-03-23,0.79,0.26586028654128313,2020-02-23,1,2020-03-23,2020-03-23
775,0.21,0.0018633658066391945,2020-02-24,1,2020-03-23,1.94,0.86209659138694406,2020-03-04,1,2020-03-23,2020-03-23
776,0.22,0.22478474862873554,2020-02-24,1,2020-03-23,2.23,0.36459274939261377,2020-02-27,1,2020-03-23,2020-03-23
777,0.23,0.1015531087294221,2020-02-24,1,2020-03-23,0.36,0.1828492262866348,2020-03-01,1,2020-03-23,2020-03-23
778,0.24,0.6281951813027263,2020-02-24,1,2020-03-23,1.77,0.3644703885074705,2020-03-12,1,2020-03-23,2020-03-23
779,0.25,0.7877719407901168,2020-02-24,1,2020-03-23,1.26,0.8591540020424873,2020-02-28,1,2020-03-23,2020-03-23
780,0.26,0.3051102289929986,2020-02-24,1,2020-03-23,1.06,0.06139831873588264,2020-03-06,1,2020-03-23,2020-03-23
781,0.27,0.5727567469701171,2020-02-24,1,2020-03-23,0.32,0.9139494521077722,2020-03-07,1,2020-03-23,2020-03-23
782,0.28,0.13074222076684236,2020-02-24,1,2020-03-23,0.4,0.41445624898187816,2020-03-10,1,2020-03-23,2020-03-23
783,0.29,0.07282519638538361,2020-02-24,1,2020-03-23,0.39,0.3653256054967642,2020-03-01,1,2020-03-23,2020-03-23
784,0.3,0.5978455543518066,2020-02-24,1,2020-03-23,2.27,0.7075864844955504,2020-02-24,1,2020-03-23,2020-03-23
785,0.31,0.22834038585424424,2020-02-24,1,2020-03-23,0.06,0.3643574630841613,2020-03-01,1,2020-03-23,2020-03-23
786,0.32,0.5009465347975492,2020-02-24,1,2020-03-23,0.16,0.6705239731818438,2020-03-02,1,2020-03-23,2020-03-23
787,0.33,0.0803401904180646,2020-02-24,1,2020-03-23,0.51,0.05645521660335362,2020-03-06,1,2020-03-23,2020-03-23
788,0.34,0.5299718754366041,2020-02-24,1,2020-03-23,2.19,0.9289624271914363,2020-03-10,1,2020-03-23,2020-03-23
789,0.35000000000000003,0.5131498014554382,2020-02-24,1,2020-03-23,0.54,0.982695622369647,2020-02-27,1,2020-03-23,2020-03-23
790,0.36,0.5072745742276311,2020-02-24,1,2020-03-23,1.52,0.06191400345414877,2020-02-22,1,2020-03-23,2020-03-23
791,0.37,0.2892012318596244,2020-02-24,1,2020-03-23,2.19,0.13839721982367337,2020-03-09,1,2020-03-23,2020-03-23
792,0.38,0.74868348762393,2020-02-24,1,2020-03-23,1.79,0.667277459288016,2020-02-18,1,2020-03-23,2020-03-23
793,0.39,0.7845621170476079,2020-02-24,1,2020-03-23,0.58,0.09121603658422828,2020-03-13,1,2020-03-23,2020-03-23
794,0.4,0.5970929274335504,2020-02-24,1,2020-03-23,2.0300000000000002,0.07700658333487809,2020-02-16,1,2020-03-23,2020-03-23
795,0.41000000000000003,0.28651886712759733,2020-02-24,1,2020-03-23,0.9500000000000001,0.34197617950849235,2020-02-15,1,2020-03-23,2020-03-23
796,0.42,0.37112933304160833,2020-02-24,1,2020-03-23,2.45,0.16592797823250294,2020-03-12,1,2020-03-23,2020-03-23
797,0.43,0.5507428374141455,2020-02-24,1,2020-03-23,0.25,0.76375980861485,2020-02-16,1,2020-03-23,2020-03-23
798,0.44,0.6835767634212971,2020-02-24,1,2020-03-23,2.24,0.22956435638479888,2020-03-01,1,2020-03-23,2020-03-23
799,0.45,0.4270532274618745,2020-02-24,1,2020-03-23,0.3,0.204376719892025,2020-03-11,1,2020-03-23,2020-03-23
800,0.46,0.7542476020753384,2020-02-24,1,2020-03-23,0.07,0.7060683439485729,2020-03-04,1,2020-03-23,2020-03-23
801,0.47000000000000003,0.023439895175397397,2020-02-24,1,2020-03-23,2.36,0.02954004192724824,2020-02-16,1,2020-03-23,2020-03-23
802,0.48,0.6229092745110393,2020-02-24,1,2020-03-23,0.05,0.397564341314137,2020-02-25,1,2020-03-23,2020-03-23
803,0.49,0.7213397469371557,2020-02-24,1,2020-03-23,1.03,0.7983345764223486,2020-03-13,1,2020-03-23,2020-03-23
804,0.5,0.20973727572709322,2020-02-24,1,2020-03-23,1.59,0.8610926419496536,2020-03-09,1,2020-03-23,2020-03-23
805,0.51,0.16598188877105713,2020-02-24,1,2020-03-23,0.74,0.6409490080550313,2020-02-20,1,2020-03-23,2020-03-23
806,0.52,0.41546379998326305,2020-02-24,1,2020-03-23,1.28,0.5821985797956586,2020-02-23,1,2020-03-23,2020-03-23
807,0.53,0.5036316065117717,2020-02-24,1,2020-03-23,1.51,0.5443469353485852,2020-03-01,1,2020-03-23,2020-03-23
808,0.54,0.6688133519142867,2020-02-24,1,2020-03-23,1.8900000000000001,0.25903769955039024,2020-02-28,1,2020-03-23,2020-03-23
809,0.55,0.6953775357455015,2020-02-24,1,2020-03-23,0.36,0.527272388804704,2020-03-05,1,2020-03-23,2020-03-23
810,0.56,0.31185948085039855,2020-02-24,1,2020-03-23,0.55,0.24771712464280427,2020-02-17,1,2020-03-23,2020-03-23
811,0.5700000000000001,0.5165384620428085,2020-02-24,1,2020-03-23,2.12,0.8618733359035105,2020-02-23,1,2020-03-23,2020-03-23
812,0.58,0.48644211720675234,2020-02-24,1,2020-03-23,0.04,0.5212547914125025,2020-02-23,1,2020-03-23,2020-03-23
813,0.59,0.29479753188788893,2020-02-24,1,2020-03-23,0.38,0.8541387196164578,2020-03-03,1,2020-03-23,2020-03-23
814,0.6,0.26615058816969395,2020-02-24,1,2020-03-23,1.81,0.48877801885828376,2020-02-16,1,2020-03-23,2020-03-23
815,0.61,0.17588115744292737,2020-02-24,1,2020-03-23,2.18,0.2293089961167425,2020-02-20,1,2020-03-23,2020-03-23
816,0.62,0.7356246935203672,2020-02-24,1,2020-03-23,1.87,0.20879178843460977,2020-03-10,1,2020-03-23,2020-03-23
817,0.63,0.35745458751916886,2020-02-24,1,2020-03-23,0.99,0.1140165370889008,2020-03-04,1,2020-03-23,2020-03-23
818,0.64,0.6779339691624046,2020-02-24,1,2020-03-23,1.75,0.04503529332578182,2020-02-25,1,2020-03-23,2020-03-23
819,0.65,0.5343412689864636,2020-02-24,1,2020-03-23,1.6300000000000001,0.40419514081440866,2020-02-22,1,2020-03-23,2020-03-23
820,0.66,0.7941544087603689,2020-02-24,1,2020-03-23,1.23,0.3816612013615668,2020-02-22,1,2020-03-23,2020-03-23
821,0.67,0.11915459539741279,2020-02-24,1,2020-03-23,1.05,0.9774266947060823,2020-02-26,1,2020-03-23,2020-03-23
822,0.68,0.7214077131822706,2020-02-24,1,2020-03-23,2.15,0.5722084478475153,2020-02-27,1,2020-03-23,2020-03-23
823,0.6900000000000001,0.21815740931779148,2020-02-24,1,2020-03-23,2.13,0.20097998180426657,2020-03-11,1,2020-03-23,2020-03-23
824,0.7000000000000001,0.48778089955449105,2020-02-24,1,2020-03-23,1.72,0.5864725469145924,2020-02-20,1,2020-03-23,2020-03-23
825,0.71,0.5337485926225781,2020-02-24,1,2020-03-23,0.54,0.36901402100920677,2020-03-11,1,2020-03-23,2020-03-23
826,0.72,0.608049837127328,2020-02-24,1,2020-03-23,0.35000000000000003,0.2481193805579096,2020-02-27,1,2020-03-23,2020-03-23
827,0.73,0.1713983103632927,2020-02-24,1,2020-03-23,2.07,0.9268561517819762,2020-03-11,1,2020-03-23,2020-03-23
828,0.74,0.28718744926154616,2020-02-24,1,2020-03-23,0.23,0.29776598303578794,2020-03-13,1,2020-03-23,2020-03-23
829,0.75,0.47585600018501284,2020-02-24,1,2020-03-23,0.03,0.7587213064543903,2020-03-05,1,2020-03-23,2020-03-23
830,0.76,0.36057150401175025,2020-02-24,1,2020-03-23,1.2,0.06470860703848302,2020-03-05,1,2020-03-23,2020-03-23
831,0.77,0.27326997816562654,2020-02-24,1,2020-03-23,0.72,0.7723131983075291,2020-03-08,1,2020-03-23,2020-03-23
832,0.78,0.48180478159338236,2020-02-24,1,2020-03-23,0.6900000000000001,0.949010044336319,2020-02-22,1,2020-03-23,2020-03-23
833,0.79,0.7241941208019853,2020-02-24,1,2020-03-23,0.34,0.47473417478613555,2020-03-12,1,2020-03-23,2020-03-23
834,0.8,0.4568260056897998,2020-02-24,1,2020-03-23,0.85,0.6486348328180611,2020-03-11,1,2020-03-23,2020-03-23
835,0.81,0.4711822766810656,2020-02-24,1,2020-03-23,0.92,0.719480509404093,2020-03-08,1,2020-03-23,2020-03-23
836,0.8200000000000001,0.5633089799433947,2020-02-24,1,2020-03-23,1.62,0.45825497154146433,2020-02-18,1,2020-03-23,2020-03-23
837,0.8300000000000001,0.32311676517128946,2020-02-24,1,2020-03-23,1.23,0.9610243537463248,2020-03-09,1,2020-03-23,2020-03-23
838,0.84,0.03886854462325573,2020-02-24,1,2020-03-23,0.53,0.7103047741111368,2020-02-18,1,2020-03-23,2020-03-23
839,0.85,0.184985089302063,2020-02-24,1,2020-03-23,0.04,0.014394712867215276,2020-03-09,1,2020-03-23,2020-03-23
840,0.86,0.04343702215701342,2020-02-24,1,2020-03-23,0.46,0.824181413743645,2020-02-29,1,2020-03-23,2020-03-23
841,0.87,0.5701181357726455,2020-02-24,1,2020-03-23,0.85,0.0061525467317551374,2020-03-06,1,2020-03-23,2020-03-23
842,0.88,0.21872683446854355,2020-02-24,1,2020-03-23,1.36,0.6792442016303539,2020-02-18,1,2020-03-23,2020-03-23
843,0.89,0.6518742630258203,2020-02-24,1,2020-03-23,1.67,0.948436283506453,2020-03-12,1,2020-03-23,2020-03-23
844,0.9,0.3948843726888299,2020-02-24,1,2020-03-23,1.51,0.47315697302110493,2020-03-07,1,2020-03-23,2020-03-23
845,0.91,0.20627693496644497,2020-02-24,1,2020-03-23,2.46,0.690928582334891,2020-03-03,1,2020-03-23,2020-03-23
846,0.92,0.6044326383620501,2020-02-24,1,2020-03-23,1.71,0.7544045138638467,2020-02-15,1,2020-03-23,2020-03-23
847,0.93,0.7392120802775026,2020-02-24,1,2020-03-23,0.1,0.543382013682276,2020-02-22,1,2020-03-23,2020-03-23
848,0.9400000000000001,0.375353055074811,2020-02-24,1,2020-03-23,2.13,0.9241560569498688,2020-02-25,1,2020-03-23,2020-03-23
849,0.9500000000000001,0.3624369377270341,2020-02-24,1,2020-03-23,2.19,0.09527958137914538,2020-02-15,1,2020-03-23,2020-03-23
850,0.96,0.6874261381104589,2020-02-24,1,2020-03-23,2.06,0.48210640787146986,2020-02-29,1,2020-03-23,2020-03-23
851,0.97,0.114741325750947,2020-02-24,1,2020-03-23,0.84,0.35974928736686707,2020-02-16,1,2020-03-23,2020-03-23
852,0.98,0.07416386157274246,2020-02-24,1,2020-03-23,2.35,0.30705065303482115,2020-02-18,1,2020-03-23,2020-03-23
853,0.99,0.6674497185274959,2020-02-24,1,2020-03-23,1.59,0.3605434687342495,2020-03-03,1,2020-03-23,2020-03-23
854,1,0.6371396811679007,2020-02-24,1,2020-03-23,0.1,0.9613900945987552,2020-03-11,1,2020-03-23,2020-03-23
855,1.01,0.18729880582541228,2020-02-24,1,2020-03-23,1.56,0.8212075452320278,2020-03-12,1,2020-03-23,2020-03-23
856,1.02,0.1581121850758791,2020-02-24,1,2020-03-23,1.72,0.20027342322282493,2020-03-01,1,2020-03-23,2020-03-23
857,1.03,0.2479088431224227,2020-02-24,1,2020-03-23,1.81,0.9814643375575542,2020-03-07,1,2020-03-23,2020-03-23
858,1.04,0.44884869996458293,2020-02-24,1,2020-03-23,2.5,0.336081659886986,2020-03-11,1,2020-03-23,2020-03-23
859,1.05,0.7351132158190012,2020-02-24,1,2020-03-23,2.46,0.10036969860084355,2020-03-08,1,2020-03-23,2020-03-23
860,1.06,0.7002419410273433,2020-02-24,1,2020-03-23,2.05,0.25388891715556383,2020-03-08,1,2020-03-23,2020-03-23
861,1.07,0.4675979774445296,2020-02-24,1,2020-03-23,1.9000000000000001,0.9831485822796822,2020-03-08,1,2020-03-23,2020-03-23
862,1.08,0.052607296593487264,2020-02-24,1,2020-03-23,2.32,0.8815783581230789,2020-02-19,1,2020-03-23,2020-03-23
863,1.09,0.4208721246570349,2020-02-24,1,2020-03-23,2.43,0.42513635102659464,2020-03-06,1,2020-03-23,2020-03-23
864,1.1,0.7258651224896312,2020-02-24,1,2020-03-23,1.5,0.2809280422516167,2020-03-06,1,2020-03-23,2020-03-23
865,1.11,1.5047844499349594e-4,2020-02-24,1,2020-03-23,1.84,0.36289770528674126,2020-02-20,1,2020-03-23,2020-03-23
866,1.12,0.31052557565271854,2020-02-24,1,2020-03-23,0.6,0.41907687578350306,2020-03-01,1,2020-03-23,2020-03-23
867,1.1300000000000001,0.41942342445254327,2020-02-24,1,2020-03-23,0.61,0.985042842105031,2020-03-10,1,2020-03-23,2020-03-23
868,1.1400000000000001,0.7291301216930152,2020-02-24,1,2020-03-23,0.56,0.5499220751225948,2020-03-06,1,2020-03-23,2020-03-23
869,1.1500000000000001,0.6863698711618782,2020-02-24,1,2020-03-23,1.01,0.5629164453130215,2020-02-18,1,2020-03-23,2020-03-23
870,1.16,0.269832069426775,2020-02-24,1,2020-03-23,1.73,0.5631395152304322,2020-02-18,1,2020-03-23,2020-03-23
871,1.17,0.0366741256788373,2020-02-24,1,2020-03-23,1.32,0.123845468275249,2020-03-04,1,2020-03-23,2020-03-23
872,1.18,0.5405032189562917,2020-02-24,1,2020-03-23,2.47,0.18044365174137056,2020-03-03,1,2020-03-23,2020-03-23
873,1.19,0.2138121360912919,2020-02-24,1,2020-03-23,1.87,0.8031124342232943,2020-03-10,1,2020-03-23,2020-03-23
874,1.2,0.7461083633825183,2020-02-24,1,2020-03-23,2.35,0.6069841680582613,2020-02-22,1,2020-03-23,2020-03-23
875,1.21,0.08720894400030375,2020-02-24,1,2020-03-23,2.13,0.6663269689306617,2020-03-06,1,2020-03-23,2020-03-23
876,1.22,0.025110132806003094,2020-02-24,1,2020-03-23,1.17,0.9912448604591191,2020-03-04,1,2020-03-23,2020-03-23
877,1.23,0.688949665799737,2020-02-24,1,2020-03-23,0.64,0.774168100208044,2020-02-28,1,2020-03-23,2020-03-23
878,1.24,0.7656142540276051,2020-02-24,1,2020-03-23,2,0.35330080427229404,2020-02-17,1,2020-03-23,2020-03-23
879,1.25,0.31983258575201035,2020-02-24,1,2020-03-23,2.19,0.8271981736179441,2020-02-19,1,2020-03-23,2020-03-23
880,1.26,0.5757207972928882,2020-02-24,1,2020-03-23,0.04,0.1976550358813256,2020-03-07,1,2020-03-23,2020-03-23
881,1.27,0.6046180434525014,2020-02-24,1,2020-03-23,2.43,0.9548593941144645,2020-02-28,1,2020-03-23,2020-03-23
882,1.28,0.029767802171409133,2020-02-24,1,2020-03-23,1.07,0.34387239068746567,2020-02-29,1,2020-03-23,2020-03-23
883,1.29,0.09443425089120866,2020-02-24,1,2020-03-23,0.63,0.6069606726523489,2020-02-21,1,2020-03-23,2020-03-23
884,1.3,0.23073497116565705,2020-02-24,1,2020-03-23,2.17,0.24791196803562343,2020-02-29,1,2020-03-23,2020-03-23
885,1.31,0.7147769385948778,2020-02-24,1,2020-03-23,0.31,0.6679400277789682,2020-03-08,1,2020-03-23,2020-03-23
886,1.32,0.06760566234588623,2020-02-24,1,2020-03-23,1.28,0.5542922241147608,2020-02-23,1,2020-03-23,2020-03-23
887,1.33,0.1909784460440278,2020-02-24,1,2020-03-23,0.52,0.28549367748200893,2020-02-23,1,2020-03-23,2020-03-23
888,1.34,0.6994563648477197,2020-02-24,1,2020-03-23,2.14,0.16489831591024995,2020-02-19,1,2020-03-23,2020-03-23
889,1.35,0.6288989925757051,2020-02-24,1,2020-03-23,0,0.3815948448609561,2020-03-09,1,2020-03-23,2020-03-23
890,1.36,0.05541686434298754,2020-02-24,1,2020-03-23,1.86,0.7067902612034231,2020-02-22,1,2020-03-23,2020-03-23
891,1.37,0.5887854922562837,2020-02-24,1,2020-03-23,2.18,0.10340007557533681,2020-02-18,1,2020-03-23,2020-03-23
892,1.3800000000000001,0.23950715716928245,2020-02-24,1,2020-03-23,2.39,0.3769107658881694,2020-03-10,1,2020-03-23,2020-03-23
893,1.3900000000000001,0.5748961815610528,2020-02-24,1,2020-03-23,2.42,0.1900664756540209,2020-02-22,1,2020-03-23,2020-03-23
894,1.4000000000000001,0.19625996667891743,2020-02-24,1,2020-03-23,1.11,0.7818457968533039,2020-03-13,1,2020-03-23,2020-03-23
895,1.41,0.5216786783188582,2020-02-24,1,2020-03-23,1.49,0.9528209657873958,2020-02-19,1,2020-03-23,2020-03-23
896,1.42,0.24444295819848777,2020-02-24,1,2020-03-23,0.26,0.9206208712421358,2020-03-07,1,2020-03-23,2020-03-23
897,1.43,0.20961489882320167,2020-02-24,1,2020-03-23,0.75,0.28718612249940634,2020-03-10,1,2020-03-23,2020-03-23
898,1.44,0.5769959868863225,2020-02-24,1,2020-03-23,0.9,0.9437304879538715,2020-02-26,1,2020-03-23,2020-03-23
899,1.45,0.08213402610272169,2020-02-24,1,2020-03-23,1.47,0.030275299912318587,2020-03-11,1,2020-03-23,2020-03-23
900,1.46,0.12898274324834347,2020-02-24,1,2020-03-23,2.35,0.269635307835415,2020-02-22,1,2020-03-23,2020-03-23
901,1.47,0.6785885065793992,2020-02-24,1,2020-03-23,2.07,0.5083495615981519,2020-03-01,1,2020-03-23,2020-03-23
902,1.48,0.5410718623548746,2020-02-24,1,2020-03-23,2.2,0.5804668890777975,2020-02-29,1,2020-03-23,2020-03-23
903,1.49,0.43691447973251346,2020-02-24,1,2020-03-23,2.06,0.6646248260512948,2020-02-15,1,2020-03-23,2020-03-23
904,1.5,0.11828548442572356,2020-02-24,1,2020-03-23,1.35,0.1310403668321669,2020-03-07,1,2020-03-23,2020-03-23
905,1.51,0.5444604374468327,2020-02-24,1,2020-03-23,1.56,0.8913136273622513,2020-03-03,1,2020-03-23,2020-03-23
906,1.52,0.2730898650363088,2020-02-24,1,2020-03-23,1.21,0.24526942847296596,2020-02-28,1,2020-03-23,2020-03-23
907,1.53,0.63534388858824975,2020-02-24,1,2020-03-23,1.57,0.21159916347824037,2020-02-15,1,2020-03-23,2020-03-23
908,1.54,0.7324826750904322,2020-02-24,1,2020-03-23,1.37,0.5618694126605988,2020-02-24,1,2020-03-23,2020-03-23
909,1.55,0.27911428418010475,2020-02-24,1,2020-03-23,0.8200000000000001,0.40137027064338326,2020-02-23,1,2020-03-23,2020-03-23
910,1.56,0.2629562521353364,2020-02-24,1,2020-03-23,0.1,0.09357356978580356,2020-02-22,1,2020-03-23,2020-03-23
911,1.57,0.6563697377219797,2020-02-24,1,2020-03-23,1.83,0.675279320217669,2020-03-10,1,2020-03-23,2020-03-23
912,1.58,0.004879211075603962,2020-02-24,1,2020-03-23,2.11,0.6056595540139824,2020-02-26,1,2020-03-23,2020-03-23
913,1.59,0.5775277057662607,2020-02-24,1,2020-03-23,0.2,0.15051631862297654,2020-03-07,1,2020-03-23,2020-03-23
914,1.6,0.51069406401366,2020-02-24,1,2020-03-23,2.45,0.301429002545774,2020-02-26,1,2020-03-23,2020-03-23
915,1.61,0.35196047313511375,2020-02-24,1,2020-03-23,2.22,0.23834072542376816,2020-03-02,1,2020-03-23,2020-03-23
916,1.62,0.434870083630085,2020-02-24,1,2020-03-23,1.53,0.2773066710215062,2020-02-29,1,2020-03-23,2020-03-23
917,1.6300000000000001,0.02787718027830124,2020-02-24,1,2020-03-23,1.94,0.22706750128418207,2020-02-17,1,2020-03-23,2020-03-23
918,1.6400000000000001,0.4283883817493916,2020-02-24,1,2020-03-23,0.87,0.4931633793748915,2020-02-18,1,2020-03-23,2020-03-23
919,1.6500000000000001,0.5263100055977702,2020-02-24,1,2020-03-23,0.09,0.03380232700146735,2020-02-18,1,2020-03-23,2020-03-23
920,1.6600000000000001,0.5700357472524047,2020-02-24,1,2020-03-23,0.02,0.6053957061376423,2020-02-16,1,2020-03-23,2020-03-23
921,1.67,0.06672045532613993,2020-02-24,1,2020-03-23,0.27,0.8859423049725592,2020-03-13,1,2020-03-23,2020-03-23
922,1.68,0.6858037691563368,2020-02-24,1,2020-03-23,1.73,0.7695166235789657,2020-03-06,1,2020-03-23,2020-03-23
923,1.69,0.27970527298748493,2020-02-24,1,2020-03-23,2.02,0.00892657064832747,2020-03-12,1,2020-03-23,2020-03-23
924,1.7,0.27376481890678406,2020-02-24,1,2020-03-23,1.9100000000000001,0.11523266648873687,2020-02-23,1,2020-03-23,2020-03-23
925,1.71,0.5267396688461304,2020-02-24,1,2020-03-23,2.42,0.4479489056393504,2020-03-06,1,2020-03-23,2020-03-23
926,1.72,0.3145580979064107,2020-02-24,1,2020-03-23,2.24,0.878511909628287,2020-03-01,1,2020-03-23,2020-03-23
927,1.73,0.5877313988283277,2020-02-24,1,2020-03-23,1.44,0.3972623781301081,2020-02-19,1,2020-03-23,2020-03-23
928,1.74,0.65394004303962,2020-02-24,1,2020-03-23,1.6,0.08191059366799891,2020-02-16,1,2020-03-23,2020-03-23
929,1.75,0.5554371392354369,2020-02-24,1,2020-03-23,1.8,0.07051059883087873,2020-03-12,1,2020-03-23,2020-03-23
930,1.76,0.3271499337628484,2020-02-24,1,2020-03-23,0.24,0.6776863797567785,2020-02-18,1,2020-03-23,2020-03-23
931,1.77,0.42835989464074375,2020-02-24,1,2020-03-23,2.49,0.35887901578098536,2020-03-08,1,2020-03-23,2020-03-23
